WorkClass;Occupation;Education;Sexe;Race;Age;Relationship;Marital_satus;Native_Country;Hours_per_week;Salary
 Private; Exec-managerial; HS-grad; Male; White;30; Husband; Married-civ-spouse; United-States;50; <=50K
 Federal-gov; Adm-clerical; Bachelors; Female; White;51; Not-in-family; Widowed; United-States;40; <=50K
 Private; Sales; Bachelors; Male; Asian-Pac-Islander;22; Own-child; Never-married; Taiwan;50; <=50K
 Private; Craft-repair; Assoc-acdm; Male; White;38; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Machine-op-inspct; HS-grad; Male; White;32; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; White;42; Wife; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; Some-college; Female; Black;24; Own-child; Married-spouse-absent; United-States;45; <=50K
 Private; Sales; Some-college; Female; White;22; Own-child; Never-married; United-States;30; <=50K
 Self-emp-not-inc; Prof-specialty; Bachelors; Male; White;62; Husband; Married-civ-spouse; United-States;60; >50K
 Self-emp-inc; Exec-managerial; Assoc-voc; Male; White;58; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; Bachelors; Male; White;31; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; Some-college; Male; White;22; Own-child; Never-married; United-States;35; <=50K
 Private; Other-service; HS-grad; Male; Asian-Pac-Islander;43; Husband; Married-civ-spouse; Japan;60; <=50K
 Private; Adm-clerical; HS-grad; Female; White;50; Unmarried; Divorced; United-States;35; <=50K
 Private; Craft-repair; 9th; Male; White;26; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Sales; Some-college; Male; White;25; Own-child; Never-married; United-States;42; <=50K
 Local-gov; Adm-clerical; Assoc-acdm; Female; White;39; Wife; Married-civ-spouse; United-States;20; >50K
 Self-emp-not-inc; Exec-managerial; Bachelors; Male; Black;47; Not-in-family; Never-married; United-States;45; >50K
 Self-emp-not-inc; Exec-managerial; Assoc-voc; Male; White;38; Unmarried; Divorced; United-States;35; <=50K
 Self-emp-inc; Exec-managerial; Bachelors; Male; White;54; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Handlers-cleaners; Bachelors; Male; White;36; Not-in-family; Divorced; United-States;30; <=50K
 State-gov; Prof-specialty; Doctorate; Male; White;45; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; Some-college; Female; White;21; Own-child; Never-married; United-States;8; <=50K
 Federal-gov; Prof-specialty; Assoc-acdm; Female; White;30; Not-in-family; Never-married; United-States;40; <=50K
 Private; Other-service; HS-grad; Male; White;22; Not-in-family; Never-married; United-States;20; <=50K
 Private; Exec-managerial; Masters; Male; White;44; Husband; Married-civ-spouse; United-States;38; >50K
 Self-emp-not-inc; Sales; Bachelors; Male; White;47; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Tech-support; Assoc-voc; Male; White;35; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Prof-specialty; Masters; Male; White;58; Unmarried; Widowed; United-States;35; >50K
 Private; Adm-clerical; HS-grad; Female; White;53; Wife; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; 11th; Male; White;32; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Some-college; Male; White;28; Not-in-family; Never-married; United-States;50; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; White;23; Own-child; Never-married; United-States;45; <=50K
 Private; Exec-managerial; Some-college; Female; White;47; Not-in-family; Divorced; United-States;48; <=50K
 Self-emp-not-inc; Exec-managerial; Bachelors; Male; White;55; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; Some-college; Male; White;62; Husband; Married-civ-spouse; United-States;40; >50K
 Local-gov; Prof-specialty; Masters; Male; White;57; Husband; Married-civ-spouse; United-States;60; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;43; Husband; Married-civ-spouse; Mexico;44; <=50K
 Private; Other-service; HS-grad; Female; Black;37; Not-in-family; Divorced; United-States;30; <=50K
 Federal-gov; Prof-specialty; Bachelors; Male; Asian-Pac-Islander;32; Husband; Married-civ-spouse; United-States;56; >50K
 Federal-gov; Adm-clerical; Masters; Female; White;56; Unmarried; Divorced; United-States;40; <=50K
 Private; Other-service; Some-college; Female; White;20; Own-child; Never-married; United-States;20; <=50K
 Private; Exec-managerial; Bachelors; Male; White;49; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; Masters; Male; White;39; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Handlers-cleaners; 11th; Male; Black;20; Own-child; Never-married; United-States;40; <=50K
 Federal-gov; Craft-repair; Some-college; Male; White;51; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; Black;50; Unmarried; Divorced; United-States;40; <=50K
 Private; Sales; Some-college; Male; White;38; Not-in-family; Never-married; United-States;60; <=50K
 Private; Adm-clerical; HS-grad; Female; White;18; Own-child; Never-married; United-States;16; <=50K
 Private; Machine-op-inspct; 7th-8th; Female; Black;53; Unmarried; Divorced; United-States;56; <=50K
 Private; Sales; Bachelors; Female; White;30; Not-in-family; Never-married; United-States;45; <=50K
 Private; Adm-clerical; HS-grad; Female; White;39; Wife; Married-civ-spouse; United-States;40; >50K
 Local-gov; Craft-repair; 12th; Male; White;52; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Exec-managerial; Some-college; Male; White;25; Husband; Married-civ-spouse; United-States;50; <=50K
 State-gov; Other-service; 10th; Male; White;33; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Farming-fishing; HS-grad; Male; White;48; Husband; Married-civ-spouse; United-States;43; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;57; Husband; Married-civ-spouse; United-States;48; >50K
 Private; Adm-clerical; HS-grad; Female; Other;22; Not-in-family; Never-married; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;37; Husband; Married-civ-spouse; United-States;51; <=50K
 Private; Adm-clerical; Some-college; Female; White;22; Own-child; Never-married; United-States;40; <=50K
 Private; Protective-serv; HS-grad; Male; Black;25; Own-child; Separated; United-States;40; <=50K
 Private; Sales; HS-grad; Female; Black;33; Own-child; Never-married; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Male; White;42; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Adm-clerical; HS-grad; Male; White;46; Husband; Married-civ-spouse; United-States;40; >50K
 Local-gov; Other-service; 12th; Female; White;44; Other-relative; Married-civ-spouse; Mexico;35; <=50K
 Local-gov; Adm-clerical; Some-college; Female; White;31; Not-in-family; Divorced; United-States;35; <=50K
 Private; Handlers-cleaners; 9th; Male; Black;25; Own-child; Never-married; United-States;40; <=50K
 Private; Other-service; HS-grad; Female; White;21; Not-in-family; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Farming-fishing; 7th-8th; Female; White;63; Unmarried; Widowed; United-States;10; <=50K
 Local-gov; Exec-managerial; Masters; Male; White;57; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Craft-repair; Some-college; Male; White;35; Not-in-family; Separated; United-States;40; <=50K
 Federal-gov; Adm-clerical; HS-grad; Male; White;20; Other-relative; Never-married; United-States;20; <=50K
 Private; Craft-repair; Assoc-voc; Male; White;52; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Tech-support; Assoc-voc; Female; White;34; Not-in-family; Divorced; United-States;64; <=50K
 Local-gov; Prof-specialty; Masters; Male; White;47; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Handlers-cleaners; 5th-6th; Male; White;33; Unmarried; Divorced; Mexico;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;43; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Handlers-cleaners; 7th-8th; Male; White;28; Not-in-family; Separated; Mexico;40; <=50K
 Private; Adm-clerical; HS-grad; Male; White;18; Own-child; Never-married; United-States;20; <=50K
 Private; Prof-specialty; Bachelors; Female; White;24; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; 11th; Female; Black;33; Unmarried; Never-married; United-States;38; <=50K
 Private; Adm-clerical; Some-college; Female; Other;26; Own-child; Married-spouse-absent; United-States;35; <=50K
 Private; Exec-managerial; Bachelors; Male; White;41; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Adm-clerical; Some-college; Female; White;74; Not-in-family; Divorced; United-States;9; <=50K
 Private; Exec-managerial; Masters; Male; White;37; Not-in-family; Divorced; United-States;65; <=50K
 State-gov; Protective-serv; Bachelors; Male; White;25; Husband; Married-civ-spouse; United-States;40; >50K
 Local-gov; Sales; Bachelors; Male; White;45; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; HS-grad; Female; Amer-Indian-Eskimo;55; Unmarried; Divorced; United-States;45; <=50K
 Private; Adm-clerical; Assoc-acdm; Female; White;26; Wife; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Exec-managerial; HS-grad; Male; White;56; Husband; Married-civ-spouse; United-States;35; <=50K
 Private; Transport-moving; Some-college; Male; White;50; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; HS-grad; Male; White;31; Not-in-family; Separated; United-States;45; <=50K
 Private; Adm-clerical; HS-grad; Female; White;46; Own-child; Divorced; United-States;45; <=50K
 Self-emp-inc; Exec-managerial; Bachelors; Male; White;41; Husband; Married-civ-spouse; United-States;55; >50K
 Private; Craft-repair; HS-grad; Male; White;46; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Machine-op-inspct; HS-grad; Female; White;49; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Prof-specialty; Assoc-voc; Female; White;28; Unmarried; Divorced; United-States;40; <=50K
 Self-emp-inc; Exec-managerial; Some-college; Male; White;44; Husband; Married-civ-spouse; United-States;80; <=50K
 State-gov; Adm-clerical; HS-grad; Female; White;38; Not-in-family; Divorced; United-States;38; <=50K
 Private; Other-service; 10th; Female; White;34; Not-in-family; Separated; United-States;35; <=50K
 Self-emp-inc; Prof-specialty; Prof-school; Male; Asian-Pac-Islander;50; Husband; Married-civ-spouse; Philippines;50; >50K
 Private; Other-service; HS-grad; Female; Black;60; Unmarried; Divorced; United-States;38; <=50K
 Private; Other-service; 11th; Male; White;40; Other-relative; Never-married; United-States;40; <=50K
 Private; Farming-fishing; 11th; Female; White;64; Unmarried; Widowed; United-States;40; <=50K
 Private; Sales; Bachelors; Male; White;22; Own-child; Never-married; United-States;40; <=50K
 Local-gov; Protective-serv; HS-grad; Male; White;49; Husband; Married-civ-spouse; United-States;40; >50K
 State-gov; Prof-specialty; Bachelors; Male; White;39; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Male; White;29; Other-relative; Never-married; Mexico;40; <=50K
 Private; Exec-managerial; Some-college; Female; Black;38; Own-child; Divorced; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;26; Not-in-family; Never-married; United-States;45; <=50K
 Self-emp-inc; Protective-serv; HS-grad; Male; White;46; Husband; Married-civ-spouse; United-States;70; <=50K
 Private; Adm-clerical; Assoc-acdm; Female; Black;25; Not-in-family; Divorced; United-States;45; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; Asian-Pac-Islander;45; Not-in-family; Married-spouse-absent; Thailand;40; <=50K
 Private; Exec-managerial; Some-college; Male; White;47; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Handlers-cleaners; 11th; Male; White;18; Own-child; Never-married; United-States;12; <=50K
 Private; Prof-specialty; HS-grad; Female; White;24; Own-child; Never-married; United-States;45; <=50K
 Private; Sales; Bachelors; Male; White;30; Not-in-family; Never-married; United-States;65; <=50K
 Private; Adm-clerical; HS-grad; Male; White;32; Not-in-family; Never-married; United-States;40; <=50K
 State-gov; Prof-specialty; Doctorate; Male; White;49; Unmarried; Divorced; United-States;50; >50K
 Private; Exec-managerial; Bachelors; Male; White;33; Husband; Married-civ-spouse; United-States;50; >50K
 Federal-gov; Adm-clerical; HS-grad; Male; White;38; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; Assoc-voc; Female; White;27; Wife; Married-civ-spouse; United-States;35; <=50K
 Private; Adm-clerical; Some-college; Male; White;25; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Sales; 12th; Female; White;17; Own-child; Never-married; United-States;20; <=50K
 Self-emp-inc; Prof-specialty; Masters; Male; Black;50; Not-in-family; Never-married; Trinadad&Tobago;50; <=50K
 Private; Priv-house-serv; HS-grad; Female; White;46; Wife; Married-civ-spouse; United-States;40; <=50K
 State-gov; Prof-specialty; Doctorate; Male; White;64; Husband; Married-civ-spouse; Columbia;50; >50K
 Private; Sales; Assoc-acdm; Male; Other;33; Husband; Married-civ-spouse; Japan;40; >50K
 Private; Prof-specialty; Bachelors; Female; White;34; Unmarried; Divorced; United-States;40; >50K
 Private; Other-service; HS-grad; Female; White;30; Unmarried; Divorced; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Female; Black;24; Other-relative; Never-married; United-States;30; <=50K
 Private; Craft-repair; 5th-6th; Male; White;33; Not-in-family; Married-spouse-absent; Mexico;40; <=50K
 Private; Machine-op-inspct; Some-college; Male; White;32; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Male; White;21; Not-in-family; Never-married; United-States;45; <=50K
 Private; Exec-managerial; 12th; Male; White;36; Not-in-family; Never-married; United-States;50; <=50K
 Self-emp-not-inc; Prof-specialty; Bachelors; Male; White;70; Husband; Married-civ-spouse; United-States;35; >50K
 Private; Protective-serv; HS-grad; Male; White;51; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Tech-support; Bachelors; Male; White;46; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Sales; Bachelors; Male; White;28; Not-in-family; Never-married; United-States;50; <=50K
 Private; Tech-support; Some-college; Male; White;19; Own-child; Never-married; United-States;16; <=50K
 State-gov; Adm-clerical; HS-grad; Male; White;41; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Other-service; HS-grad; Female; Black;43; Unmarried; Never-married; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Male; White;27; Not-in-family; Divorced; United-States;38; <=50K
 Private; Craft-repair; HS-grad; Female; White;19; Not-in-family; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;21; Own-child; Never-married; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;60; Other-relative; Divorced; United-States;40; <=50K
 Private; Machine-op-inspct; 7th-8th; Male; White;60; Husband; Married-civ-spouse; Poland;40; <=50K
